Date;SP500;MSFT;CSCO;INTC;IBM;ORCL;HPQ;EMC;TXN;QCOM;AMAT;ADBE;MU;ADI;KLAC;LRCX;GLW;AKAM;CDNS;SNPS;CTXS;NTAP;MSI
05/10/2007;1491,47;30,58;26,29;22,21;104,68;18,49;44,67;15,21;36,62;43,91;19,18;40,66;12,13;39,7;5,518;5,2970004;23,29;44,19;22,09;28,03;31,14;38,23;125,65002
05/11/2007;1505,85;30,89;26,63;22,28;105,98;18,98;45,24;15,33;36,7;44,86;19,77;41,7;12,32;40,55;5,5490003;5,393;23,73;45,7;22,15;28,38;31,65;39,05;128,23999
05/14/2007;1503,15;30,97;26,29;22,12;105,57;18,94;45,02;15,44;36,93;44,25;20,48;41,81;12,29;39,85;5,539;5,368;23,34;44,27;21,98;28,21;31,3;38,68;127,119995
05/15/2007;1501,19;30,9;26,13;22,01;104,83;18,84;44,75;15,43;36,67;44,17;19,78;41,37;12,07;39,13;5,514;5,319;23,33;42,3;21,58;28,07;30,67;37,48;125,440025
05/16/2007;1514,14;31,07;26,48;22,18;105,87;18,99;45,21;15,77;36,41;45,05;19,17;42,29;12,14;39,73;5,462;5,168;23,83;42,87;21,6;27,78;31,1;37,39;127,53999
05/17/2007;1512,75;30,98;26,28;22,23;105,31;19,05;44,87;15,65;35,94;44,82;18,94;42,42;11,5;40,2;5,46;5,145;23,69;43,21;21,55;27,48;30,48;37,13;130,2
05/18/2007;1522,75;30,83;26,21;22,7;107,99;19,25;44,58;15,69;35,87;45,21;18,85;43,59;11,47;40,15;5,3650002;5,167;23,92;44,47;21,65;27,83;30,72;37,99;131,53
05/21/2007;1525,1;31,05;26,4;22,63;107,04;19,32;45,22;15,83;35,55;46,13;18,9;43,25;11,45;40,14;5,3490005;5,187;24,52;45,21;21,96;28,31;31,23;38,21;132,30002
05/22/2007;1524,12;30,69;26,37;22,99;106,7;19,37;45,58;15,82;35,49;46,38;19,17;43,59;11,38;40,42;5,405;5,1349998;24,61;44,66;22,07;28,29;32,91;37,84;132,44003
05/23/2007;1522,28;30,58;25,97;22,67;105,58;19,16;45,63;16,05;35,01;44,84;19,17;43,23;11,53;36,39;5,371;5,0820003;24,6;43,59;21,99;28,3;33;38,06;130,76001
05/24/2007;1507,51;30,17;25,4;21,97;103,95;18,75;45,4;16,3;34,61;43,59;19,03;41,99;11,81;35,39;5,353;5,244;23,98;42,52;21,38;25,39;32,48;31,76;127,82
05/25/2007;1515,73;30,48;25,52;22,16;105,18;19,24;45,62;16,46;34,89;43,35;19,23;42,38;11,97;35,67;5,367;5,2990003;24,16;43,14;21,68;26,66;32,87;31,8;128,73
05/29/2007;1518,11;30,79;25,9;22,3;105,91;19,31;45,56;16,48;34,95;44,28;19,21;42,87;11,96;36,4;5,447;5,3259997;24,2;41,96;21,59;26,35;33,06;31,36;128,09999
05/30/2007;1530,23;31,11;26,39;22,08;106,93;19,42;45,67;17;35,01;42,82;18,93;43,22;11,9;35,7;5,3910003;5,329;24,87;42,61;22,2;26,73;33,21;31,48;127,96003
05/31/2007;1530,62;30,6901;26,92;22,1799;106,6;19,38;45,71;16,89;35,36;42,95;19,1;44,0601;12,18;36,21;5,4980006;5,372;25;44,21;22,71;26,52;33,61;32,1599;127,33
06/01/2007;1536,34;30,59;26,86;22,36;106,54;19,66;45,81;16,83;35,92;42,77;19,34;44,53;12,6;36,65;5,537;5,4040003;25,65;43,62;22,9;27,26;33,79;30,74;128,52
06/04/2007;1539,18;30,715;27,01;22,16;106,23;19,67;45,98;17,05;35,7;42,18;19,25;44,58;12,57;36,73;5,532;5,465;25,97;43,83;24,22;27,78;33,45;31,2;128,09999
06/05/2007;1530,95;30,58;27,2;21,96;105,84;19,48;45,92;17;35,21;42,49;19,06;44,34;12,45;36,89;5,4740005;5,3800006;25,74;44,05;24,19;27,54;33,31;31,75;128,17004
06/06/2007;1517,38;30,29;26,6;21,49;102,41;19,35;46,03;16,93;35,04;42,23;19,03;43,64;12,24;36,59;5,41;5,2590003;25,67;43,7;24,18;27,5;33,15;31,25;126,91
06/07/2007;1490,72;29,62;25,85;21,31;101,8;18,7301;45,41;16,43;34,39;41,02;18,4;42,72;11,95;35,57;5,309;5,111;25,15;42,23;23,77;27,37;32,83;30,54;123,83
06/08/2007;1507,67;30,05;26,48;21,83;103,07;19,06;45,78;16,7;35,97;41,87;18,79;43,04;12,35;36,37;5,406;5,218;25,59;45,6;23,75;27,48;33,62;31,47;125,229996
06/11/2007;1509,12;30,02;26,32;21,93;103,22;19,21;45,89;16,63;35,79;41,39;18,62;42,99;11,99;36,1;5,3830004;5,153;25,94;46,52;23,59;27,01;34;31,23;124,67002
06/12/2007;1493;29,85;26,06;22,2;102,34;18,84;45,06;16,3;35,04;41,81;18,5;42,73;11,96;35,82;5,386;5,198;25,3;45,59;23,41;26,69;34,04;30,58;124,39
06/13/2007;1515,67;30,39;26,53;22,672;103,12;19,3;45,5;16,59;35,84;42,6;19,12;44,11;11,94;36,7;5,447;5,2310004;26;46,96;23,36;26,85;34,52;30,86;126,49
06/14/2007;1522,97;30,52;26,83;23,23;103,85;19,64;45,67;17,01;36,63;42,62;19,42;43,96;12,23;37,46;5,513;5,335;26,02;48,05;23,54;26,99;34,5;31,21;127,89
06/15/2007;1532,91;30,49;27,39;24,24;105,09;19,86;45,71;17,35;36,86;42,63;19,85;42,75;12,58;37,65;5,612;5,3910003;26,34;48,85;23,3;27,03;34,29;31,89;128,45
06/18/2007;1531,05;30,51;27,21;24,17;105,33;19,79;45,89;17,79;37,5;42,33;19,83;42,67;12,55;37,68;5,586;5,362;26,22;47,81;22,6;26,88;33,94;31,91;126,91
06/19/2007;1533,7;30,46;27,3;24,1;106,5;19,88;45,9;17,99;36,97;42,69;19,78;42,48;12,44;37,53;5,5540004;5,3320003;25,98;46,9;22,59;27,12;33,9;33,21;126,56
06/20/2007;1512,84;30,01;27,2;23,94;106;19,53;45,04;17,58;36,75;43,07;19,63;41,37;12,72;37,09;5,504;5,285;25,6;46,82;22,21;26,66;33,7;32,03;125,369995
06/21/2007;1522,19;30,22;27,32;24,29;106,6;19,68;45,5;17,99;37,48;43,56;20,16;41,53;13,24;38,52;5,673;5,4;25,69;48,16;21,9;26,87;33,82;32,4;127,049995
06/22/2007;1502,56;29,49;26,92;23,7;104,44;19,39;45,18;17,95;37,11;42,99;20,25;40,84;12,83;37,09;5,624;5,3110003;25,49;47,48;21,9;26,59;33,45;31,2;125,229996
06/25/2007;1497,74;29,49;27,0299;23,48;105,1;19,48;44,94;17,65;37,07;42,53;19,88;40,34;12,65;37,26;5,535;5,2400002;25,66;47,83;21,76;26,32;32,92;31,28;124,74
06/26/2007;1492,89;29,52;27,15;23,38;105,33;19,16;44,64;17,52;37,04;42,84;19,73;39,84;12,45;37,24;5,489;5,1300006;25,39;47,6;21,78;26,36;33,04;30,98;124,53001
06/27/2007;1506,34;29,87;27,27;23,79;105,43;19,69;45,19;17,93;37,78;43,42;20,35;40,47;12,66;38,09;5,6330004;5,188;25,56;48,24;22,02;26,86;33,55;31,53;124,74
06/28/2007;1505,71;29,83;27,85;23,92;105,95;19,85;44,61;17,83;37,74;43,46;19,97;40,42;12,41;37,74;5,545;5,1080003;25,7;49,2;21,97;26,8;33,99;30,25;124,81
06/29/2007;1503,35;29,47;27,85;23,7399;105,25;19,71;44,62;18,1;37,63;43,39;19,87;40,15;12,53;37,64;5,4950004;5,1400003;25,55;48,64;21,96;26,43;33,67;29,19;123,90002
07/02/2007;1519,43;29,74;27,89;24,27;105,01;19,92;45,19;18,55;38,06;43,93;20,17;40,16;12,48;38,41;5,535;5,167;25,76;48,2;21,97;26,88;33,67;28,91;124,88001
07/03/2007;1524,87;30,02;28,1;24,59;106,58;20,07;45,58;18,39;38,2;43,86;20,21;40,71;12,69;38,14;5,518;5,169;25,9;48,09;21,94;26,87;33,7;28,68;125,16
07/05/2007;1525,4;29,99;28,37;24,6;108,05;20,49;45,9;18,4;38,12;43,54;20,05;40,93;12,8;38,6;5,619;5,1790004;25,68;48,15;22;26,57;33,87;28,98;124,59999
07/06/2007;1530,44;29,97;28,47;24,68;109,03;20,4;45,98;18,66;38,34;43,58;19,9901;41,02;13,45;39,07;5,6419997;5,195;25,82;47,54;22,05;26,8;33,98;29,62;124,88001
07/09/2007;1531,85;29,87;28,4499;24,9599;108,97;20,16;45,36;18,59;38,25;43,59;20,17;40,72;13,42;39,06;5,712;5,2070003;26,2;47,5299;21,99;26,57;33,98;29,31;124,59999
07/10/2007;1510,12;29,33;28,31;24,97;108,63;19,72;44,94;18,72;38,11;43,21;19,84;40,36;13,54;39;5,6860003;5,182;25,89;49,45;21,65;26,29;33,79;29,58;123,340004
07/11/2007;1518,76;29,49;28,76;24,57;109,1;19,98;45,65;18,92;38,11;43,84;20,01;40,84;13,84;39,03;5,645;5,2000003;26,04;50,32;21,65;26,45;34,94;29,25;125,65002
07/12/2007;1547,7;30,07;29,8;26;109,28;20,5;47,35;19,25;38,75;45,25;20,75;41,55;13,74;39,82;5,708;5,364;27,22;50,97;21,65;27,14;35,53;30;126,56
07/13/2007;1552,5;29,82;29,89;25,97;108,6;20,4;47,25;19,19;38,7;45,35;20,48;41,18;13,74;39,63;5,6150002;5,431;27,05;50,3;21,69;26,86;34,42;29,86;125,299995
07/16/2007;1549,52;30,03;29,89;25,95;109,66;20,2;47,44;19,13;39,07;45,03;20,62;41,06;13,98;39,26;5,67;5,445;26,92;48,92;22,05;26,87;34,79;29,48;127,119995
07/17/2007;1549,37;30,7799;29,73;26,3299;110,77;20,38;47,51;19,02;39,18;45,03;21,8001;41,46;13,85;39;6,178;5,9980006;26,81;49,14;22,29;27,2;35,11;30,42;125,58
07/18/2007;1546,17;30,92;29,44;25,06;111,08;20,41;47,14;19,25;38,52;45,1;21,66;41,41;13,66;38,54;6,145;5,812;26,73;49,48;22,37;26,83;35,3;31,23;126
07/19/2007;1553,08;31,51;29,94;25,26;115,86;20,6;48,4;19,72;38,4;43,35;21,78;42,2;13,6;38,41;6,246;5,902;26,89;50,02;22,67;27,45;37,18;32,66;127,53999
07/20/2007;1534,1;31,16;29,59;24,55;114,81;20,61;48,54;19,44;38,01;43;21,46;41,64;13,41;38,07;6,191;5,916;26,53;49,16;22,53;26,9;37,4;31,84;125,65002
07/23/2007;1541,57;31,19;30,26;24,72;116,38;20,78;48,43;19,51;38,18;42,75;21,44;42,36;13,44;37,83;6,1270003;5,8919997;26,71;48,7;22,48;27,09;37,46;31,39;124,81
07/24/2007;1511,04;30,8;29,76;24,529;116,17;20,6399;47,61;19,05;36,46;43,08;21,31;41,78;13,05;36,8;5,931;5,6999903;26,19;46,2499;22,44;26,41;37,279;30,85;123,96999
07/25/2007;1518,09;30,71;29,91;24,5;118,1;20,58;47,54;18,91;36,79;42,45;21,75;41,72;13,08;36,87;5,9509997;5,84;24,71;47,18;22,43;26,55;37,24;31,09;123,76
07/26/2007;1482,66;29,98;29,67;24;116,53;20,01;47,1;18,39;35,97;42,08;21,6;41,19;12,14;36,05;5,8870006;5,703;24,38;38,27;21,98;25,6;36,95;30,35;121,45001
07/27/2007;1458,95;29,3901;28,9699;23,54;115,62;19,62;46,46;18,35;35,13;41,6699;21,56;40,39;11,87;35,58;5,74799;5,687;23,54;36,7064;21,55;25,42;35,91;29,2401;118,65002
07/30/2007;1473,91;29,4;29,49;23,85;114,52;19,58;46,14;18,82;35,95;42,53;22,02;40,89;12,02;36,06;5,7690005;5,774;24,33;36,11;21,67;25,03;37,05;29,92;118,78999
07/31/2007;1455,275;28,99;28,91;23,62;110,65;19,12;46,03;18,51;35,19;41,65;22,04;40,29;11,87;35,45;5,6790004;5,784;23,84;33,96;21,4;24,46;36,17;28,34;118,93001
08/01/2007;1465,81;29,3;29,77;23,8;112,04;19,79;46,73;19,09;35,11;41,39;22,45;39,58;12,1;36,27;5,725;5,791;24,22;33,66;21,41;24,22;36,3;29,09;116,83
08/02/2007;1472,2;29,52;30,13;24,3;113,23;20,09;48,23;19,15;34,82;42,04;22,32;39,52;11,82;36,6;5,6790004;5,723;24,08;34,81;21,26;25,13;36,87;28,71;118,229996
08/03/2007;1433,06;28,9601;29,46;23,9101;111,89;19,66;47,41;18,68;33,74;40,77;22,21;38,75;11,64;35,46;5,5099998;5,482;23,54;32,9;20,74;24;35,74;22,97;114,45001
08/06/2007;1467,67;29,54;29,5;24,13;113,89;20,08;48,46;18,49;34,01;41,78;22,85;39,38;11,63;36,65;5,7240005;5,747;23,36;33,09;20,74;23,95;36,67;23,18;115,71003
08/07/2007;1476,71;29,55;29,69;24,1299;113,53;19,68;48,48;18,15;34,01;40,5001;22,61;39,42;11,59;36,73;5,74201;5,7590003;23,18;33,77;20,24;23,4;36,66;24,63;115,21999
08/08/2007;1497,49;30;31,68;24,68;112,98;20,2;49,4;18,4;33,73;40,15;22,96;40,23;12,07;38,03;5,871;5,8630004;24,03;34,49;19,97;23,64;37,65;24,54;119,70001
08/09/2007;1453,09;29,3;31,4;23,92;110,73;20,09;47,02;17,74;33,13;38,22;22,39;40,75;12,5;37,81;5,941;5,531;23,59;34,48;19,97;23,66;34,96;23,4;117,67002
08/10/2007;1453,64;28,71;31,3901;23,98;112,64;19,99;47,21;17,72;33,09;37,8899;21,8501;41,06;12,21;37,72;6,02;5,504;23,45;34,18;20,25;24,92;33,77;23,46;116,270004
08/13/2007;1452,92;28,63;30,83;24,02;112,71;19,72;48,43;19,05;33,17;38,92;21,74;40,83;11,97;37,78;5,966;5,4150004;23,68;33,83;20,83;24,95;33,92;24,15;117,95001
08/14/2007;1426,54;28,27;30,26;23,8;112,05;19,35;47,28;18,34;32,96;37,78;21,24;40,41;11,52;37,4;5,774;5,302;23,33;32,35;20,61;24,82;32,76;23,43;115,57
08/15/2007;1406,7;28,1;29,92;23,22;111,23;19,18;46,15;18,14;32,32;36,09;20,36;40,18;11,06;36,83;5,702;5,15;22,93;31,75;20,45;24,76;32,27;24,16;113,46999
08/16/2007;1411,27;27,81;29,3;23,1;109,69;19,14;46,05;18,19;32,53;36,93;20,33;39,96;10,6;37,56;5,775;5,2330003;22,46;28,7;20,32;23,62;31,79;25,27;112,42002
08/17/2007;1445,94;28,25;29,99;23,7;110,9;19,35;47,15;18,29;33,09;37,54;20,8;40,32;10,99;37,76;5,949001;5,412;23;30,51;20,34;24,03;32,69;25,98;114,17002
08/20/2007;1445,55;28,26;29,76;24,11;109,22;19,11;46,58;18,65;33,47;37,42;20,94;40,74;10,98;38,16;6,003;5,43;23,6;31,18;20,56;24,31;33,31;25,62;114,24
08/21/2007;1447,12;28,07;30,1;23,89;109,04;19,27;46,01;19,29;33,68;36,9;20,84;40,13;11,36;37,72;5,965;5,3630004;23,36;31,02;20,64;25,02;34,11;25,99;115,08
08/22/2007;1464,07;28,22;30,26;24,15;110;19,32;46,42;19,84;34,13;37,27;20,57;40,77;11,45;36,87;5,91;5,453;23,6;31,89;21,13;25,76;35,01;27,45;115,78001
08/23/2007;1462,5;28,3;30,27;24,23;111,45;19,37;47,65;19,45;34,15;37,86;20,7;40,6;11,12;36,4;5,843;5,354;23,39;30,83;21,23;26,98;34,99;27,34;116,20001
08/24/2007;1479,37;28,81;30,73;24,79;113,24;19,94;48,1;19,98;35,05;38,23;20,86;40,41;11,02;36,21;5,9;5,455;23,97;32,86;21,44;27,04;36,1;28,09;117,18001
08/27/2007;1466,79;28,49;31,1;24,45;113,44;19,86;47,79;19,65;34,46;38,58;20,59;40,81;11,23;36,45;5,844;5,378;23,59;32,61;21,48;27,05;36;28,4;116,690025
08/28/2007;1432,36;27,93;30,41;23,96;112;19,36;46,88;19,09;33,42;37,87;20,14;40,87;11;35,71;5,662;5,25;22,94;31,5;20,81;26,8;35,67;27,69;113,190025
08/29/2007;1463,76;28,59;31;25,09;114,57;20,13;48,42;19,63;34,29;38,92;20,71;42,25;11,24;36,62;5,82;5,382;23,69;32,47;21,36;27,15;35,71;28,39;115,28999
08/30/2007;1457,64;28,45;31,43;25,28;115,37;20,21;48,44;19,58;34,08;39,08;20,95;42,22;11,21;36,52;5,819;5,257;23,2;32,92;21,44;27;36,06;28,17;117,25
08/31/2007;1473,99;28,73;31,92;25,75;116,69;20,28;49,35;19,66;34,24;39,89;21,36;42,75;11,45;36,88;5,747;5,3630004;23,37;32,22;21,72;27,32;36,35;27,86;118,65002
09/04/2007;1489,42;28,81;32,32;26,18;118,19;20,72;50,14;19,85;35,23;40,01;21,78;43,45;11,6;37,84;5,835;5,441;24,15;32,09;21,94;26,91;36,85;28,22;120,40002
09/05/2007;1472,29;28,48;32,22;25,99;117,88;20,73;50,1;19,44;35,4;38,93;21,3;43,75;11,36;37,27;5,7480006;5,287;24,13;31,91;22,01;26,76;36,52;28,22;120,33
09/06/2007;1478,55;28,91;31,84;26,15;117,62;20,54;50,19;19,39;36,05;38,82;21,33;43,72;11,5;37,71;5,785;5,376;25,18;31,59;21,86;27,07;36,68;28,27;121,940025
09/07/2007;1453,55;28,44;31,52;25,47;115,55;20,16;48,85;18,97;35,3;37,89;20,79;42,96;11,4;36,57;5,685;5,211;24,71;30,26;21,7;26,71;35,37;27,12;119,91
09/10/2007;1451,7;28,48;31,74;25,35;115,8;20,17;49;19,14;35,22;36,77;20,91;43,22;11,64;36,72;5,704;5,2310004;24,91;29,49;21,42;26,4;36,01;27,14;119,14
09/11/2007;1471,49;28,93;32,16;25,66;117,35;20,46;49,87;19,5;35,72;38,01;21,02;43,74;11,63;36,96;5,7900004;5,274;25,18;30,17;21,64;26,49;37,47;27,75;121,17002
09/12/2007;1471,56;28,93;31,7799;25,46;116;20,54;48,76;19,42;35,12;37,87;20,55;43,78;11,25;36,09;5,621;5,003;25,04;30,08;21,6;26,65;37,61;27,04;120,68001
09/13/2007;1483,95;29,16;31,51;25,35;115,95;20,45;48,77;19,26;34,9;39,17;20,56;43,31;11,28;35,83;5,6270003;5,0400004;24,08;30,28;21,83;26,44;37,51;27,32;120,33
09/14/2007;1484,25;29,04;31,56;24,93;115,13;20,07;48,38;19,28;34,68;39,43;20,33;43,41;11;35,17;5,618;5,038;23,73;31,32;21,9;25,89;37,92;26,98;118,78999
09/17/2007;1476,65;28,725;31,5;24,85;114,52;20,02;49,14;18,75;34,58;39;20,31;43,06;10,94;35,21;5,6300006;5,15;23,41;30,62;21,86;25,91;37,67;26,66;117,81
09/18/2007;1519,78;28,93;32,04;25,41;116,63;20,73;50,17;19,2342;34,74;39,8;21,09;43,71;11,17;36,18;5,806;5,3259997;24,02;31,98;22,21;26,43;39,01;27,41;120,61001
09/19/2007;1529,03;28,67;32,09;25,68;116,67;20,84;49,78;19,1;35,22;40,04;21,1;43,83;10,94;36,23;5,794;5,261;24,02;32,26;22,06;26,51;39,05;27,02;121,45001
09/20/2007;1518,75;28,4201;32,21;25,81;116,86;21,04;50,1;19,03;35,77;40,54;21,02;42,8;10,78;36,72;5,719;5,3040004;23,85;30,37;21,9;26,38;39,07;26,75;124,74
09/21/2007;1525,75;28,6499;32,3;25,87;116,78;21,975;50,53;19,03;36,62;40,83;21,3;41,95;10,73;36,6;5,716;5,381;23,97;30,16;21,99;26,43;38,82;26,94;125,229996
09/24/2007;1517,73;29,08;31,88;25,98;116,25;21,79;50,24;20,51;36,46;41,64;21,04;41,5;10,54;36,68;5,628;5,3450007;24,07;29,66;21,91;26,2;38,72;27,27;126,34999
09/25/2007;1517,21;29,5599;32,44;25,8901;116,51;21,94;50,98;20,91;36,24;41,5501;21,0101;42,74;10,41;37,07;5,67399;5,418;24,09;30,14;22,09;26,36;39,35;26,9;130,34003
09/26/2007;1525,42;29,5;32,9901;25,91;117,3;21,77;50,62;20,66;36,3;42,24;20,68;43,41;10,75;36,29;5,577;5,315;24,16;29,79;22,25;26,44;39,98;27,13;131,04
09/27/2007;1531,38;29,49;33,2299;25,76;117,71;21,63;50,27;20,55;36,79;42,23;20,7;43,45;11,36;36,46;5,5190005;5,2860003;24,9;28,28;22,34;26,99;40,68;27,62;130,83
09/28/2007;1526,75;29,46;33,1299;25,86;117,8;21,65;49,79;20,8;36,59;42,26;20,7;43,66;11,1;36,16;5,578;5,3259997;24,65;28,73;22,19;27,08;40,32;26,91;129,71005
10/01/2007;1547,04;29,7701;32,99;26,371;119,03;21,97;50,98;20,81;36,81;42,09;21,33;44;11,35;36,94;5,754;5,6400003;25,09;28,75;22,25;27,47;39,86;26,71;131,46005
10/02/2007;1546,63;29,7;33,01;26,38;118,36;21,8501;51,04;21,37;36,63;41,98;21,6225;44,23;11,79;36,37;5,7270007;5,607;25,42;30,97;22,14;27,22;39,9801;26,38;131,04
10/03/2007;1539,595;29,4525;32,4501;25,81;116,4;21,5675;50,36;21,13;36,11;42,27;20,81;43,98;10,74;36,08;5,52001;5,4305;25,28;31,0701;22,02;27,31;40,3501;26,33;131,46005
10/04/2007;1542,84;29,71;32,15;25,6;115,69;21,76;50,47;21,05;36,2;42,78;20,65;44,25;10,61;36,18;5,399;5,335;25,19;30,01;21,91;26,94;40,05;25,91;131,46005
10/05/2007;1557,59;29,84;32,649;25,54;116,3;22,1788;50,9;20,99;36,54;43,36;21,13;44,64;10,8;36,56;5,5719905;5,396;26,01;31,29;22,2;26,89;40,39;26,69;131,67004
10/08/2007;1552,58;29,84;32,71;25,66;117,77;22,51;52,03;21,17;36,41;42,77;20,91;44,99;10,75;36,78;5,565;5,444;25,86;33,92;22,15;26,83;40,53;27,12;131,11002
10/09/2007;1565,15;30,0999;33,08;25,8399;118,3;22,585;52,46;21,81;36,59;42,6512;20,66;44,9699;10,64;36,73;5,421;5,3770003;26,29;35,6201;21,92;27,78;41,18;27,5599;131,11002
10/10/2007;1562,47;30,23;33,27;25,88;118,62;22,92;52,25;22,57;36,39;42,3;20,19;45,58;10,71;36,5;5,3250003;5,501;26,29;37,13;21,85;28;41,42;28,18;130,90002
10/11/2007;1554,41;29,91;32,8;25,43;118,05;22,46;51,61;22,75;35,23;41,47;20,12;45,49;10,56;35,86;5,171;5,3700004;26,19;35,36;21,42;28,34;40,96;28,53;132,23
10/12/2007;1561,8;30,17;32,9201;25,55;117,81;22,4401;51,55;22,81;35,39;42,16;21,04;46,1199;10,49;36,37;5,30175;5,4700007;26,08;36,74;21,85;28,6;42,1;28,7;133,90999
10/15/2007;1548,71;30,04;32,79;25,75;118,03;22,07;51,24;22,56;34,42;41,29;20,78;45,71;10,46;36,09;5,254;5,467;25,63;35,1;21,75;28,48;42,36;29,54;135,38004
10/16/2007;1538,53;30,32;32,29;25,48;119,6;21,75;51,51;22,27;34,41;40,84;20,85;45,67;10,43;35,79;5,312;5,574001;25,28;33,3;21,69;28,34;41,9;29,18;134,12
10/17/2007;1541,24;31,08;32,46;26,72;115,78;21,49;52,54;22,85;35,03;41,41;21,62;45,97;10,37;35,59;5,492;5,6090007;25,46;33,7;21,84;28,64;41,77;29,6;135,09999
10/18/2007;1540,08;31,16;32,68;26,97;114,8;21,43;52,87;22,88;34,4;41,38;20,87;47,11;10,53;35,55;5,434;5,551;25,5;34,38;22,13;28,59;40,55;29,98;135,17004
10/19/2007;1500,63;30,17;31,5;26,3;112,28;20,75;51,4;22,38;33,92;40,31;20,1;46,27;10,08;34,63;5,312;5,371;24,67;33,08;21,65;27,48;39,65;29,38;130,90002
10/22/2007;1506,33;30,51;31,37;26,64;113,37;21,2;51,29;22,59;34,27;40,87;20,46;47,12;9,99;34,46;5,34;5,43;24,66;32,78;21,85;28,03;40,94;30,07;131,39
10/23/2007;1519,59;30,9;31,54;26,8;114,68;21,45;51,86;23,36;31,43;41,13;20,52;47,75;9,99;34,05;5,308;5,409;24,74;34,4;21,88;27,86;41,62;32,04;132,65002
10/24/2007;1515,88;31,25;31,26;26,01;112,95;21,18;51,6;22,53;31,53;41,18;20,12;48;9,78;33,8;5,3180003;5,3320003;23,2;32,97;21,69;27,86;41,76;31,56;129,84999
10/25/2007;1514,4;31,99;31,18;25,89;112,81;21;51,39;24,45;31,33;40,79;19,36;47,2;9,43;33,06;5,2590003;5,0020003;23,1;37,13;19,32;27,39;41,74;30,58;135,09999
10/26/2007;1535,28;35,03;31,9;25,94;113,73;21,35;52,47;24,53;31,72;41,33;18,86;47;9,76;33,03;5,208;4,8910003;23,62;37,81;19,74;27,59;42,06;31,49;134,68
10/29/2007;1540,98;34,57;32,41;26,26;114,8;21,77;51,77;25,37;32,19;41,63;18,97;47;9,99;33,17;5,197;5,059;23,79;39,23;19,72;27,4;42,34;30,77;132,65002
10/30/2007;1531,02;35,57;32,61;26,27;114,12;21,63;51,59;25,12;32,16;41,78;19,17;47,55;10,35;33,48;5,284;5,0020003;23,61;39,74;19,54;27,44;42,35;30,81;130,90002
10/31/2007;1549,38;36,81;33,06;26,9;116,12;22,17;51,68;25,39;32,6;42,73;19,42;47,9;10,51;33,46;5,2650003;5,02;24,27;39,19;19,6;28,26;42,99;31,49;131,53
11/01/2007;1508,44;37,06;32,18;26,5;113,65;21,76;51,5;24,79;32,1;41,29;18,78;46,92;10,32;32,74;5,0820003;4,8840003;23,8;38,02;18,96;27,85;42,62;30,85;126,34999
11/02/2007;1509,65;37,06;32,51;26,8;114,59;22,03;52,4;24,55;32,11;41,34;18,87;47,88;10,47;32,9;5,091;4,8650002;23,91;38,62;18,5;28,02;43,11;30,14;125,65002
11/05/2007;1502,17;36,73;33,08;26,84;113,4;22,07;52,54;23,49;32,18;40,85;18,5;47,7;10,14;33,45;4,994;4,813;23,42;38,74;18,16;27,7;43,22;29,71;123,96999
11/06/2007;1520,27;36,41;34,08;27,49;113,17;22,83;53,41;23,4;33,22;41,56;18,39;47,63;9,92;33,7;5,051;4,771;24,19;39,7;18,25;26,6;43,86;29,98;124,18001
11/07/2007;1475,62;35,52;32,7501;26,9;111,08;22,1;51,84;22,24;32,27;41,1879;17,9099;46,17;9,49;32,82;4,935;4,659;23,37;37,97;17,6999;25,77;43,12;29,14;119,14
11/08/2007;1474,77;34,74;29,63;25,933;106,11;20,35;49,94;20,67;31,98;39,76;17,91;45,03;9,33;32,71;4,963001;4,6860003;21,95;36,95;17,37;25,33;41,6601;27,54;119
11/09/2007;1453,7;33,73;28,58;25,15;100,2542;19,36;48,39;19,91;31,77;38,1;18,71;43,24;9,64;32,4;4,992;4,719;21,31;36,55;17,08;24,35;41,79;26,88;115,36001
11/12/2007;1439,18;33,38;29,11;25,29;101,45;19,44;47,54;18,83;31,39;37,29;18,31;42,19;9,32;32,08;4,996;4,702;21,45;35,54;17,03;24,09;39,47;26,11;114,729996
11/13/2007;1481,05;34,46;30,14;26,14;105,27;20,52;49,5;19,72;31,85;39,16;18,61;40,86;9,42;32,98;5,086;4,7900004;23,54;37,02;17,2;24,34;39,48;26,95;118,229996
11/14/2007;1470,58;33,93;29,71;25,85;103,44;20,18;49,07;19,57;31,07;40,04;18,81;41,02;9,35;32,85;5,0080004;4,721;23,51;37,73;16,94;24,52;38,75;26,61;116,479996
11/15/2007;1451,15;33,76;29,3;25,53;103,6;20,42;48,9;19,32;30,89;40,81;18,87;40,82;9,24;32,63;4,9110003;4,712;23,55;36,37;16,84;24,22;37,82;26,2;115,21999
11/16/2007;1458,74;34,09;29,94;25,51;104,79;20,8;50,75;19,64;31,74;41,36;18,55;42,19;9,15;32,61;4,8490005;4,6;23,34;36,15;17,14;24,33;37,82;25,92;116,270004
11/19/2007;1433,27;33,96;29,43;25,17;102,22;20,53;49,44;19,16;30,91;41,75;18,3;42,47;8,84;31,98;4,7690005;4,541;22,7;35,81;16,69;23,97;37,38;25,47;112,28001
11/20/2007;1439,7;34,58;29,04;25,52;103,42;20,69;49,56;18,82;30,96;41,34;18,2;42,3;8,53;31,48;4,7340007;4,463001;22,43;36,19;16,58;23,49;37,2;24,9;110,46002
